House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
21,Rhodes Station,Lynn,Owens,71,Wife,Married,Female,Retired Drilling engineer,None,Intramystical
22,Rhodes Station,Timothy,Lees,48,Head,Married,Male,"Horticulturist, commercial",None,Intramystical
22,Rhodes Station,Suzanne,Lees,44,Wife,Married,Female,Camera operator,None,None
22,Rhodes Station,Ronald,Lees,63,Cousin,Single,Male,Race relations officer,None,Intramystical
22,Rhodes Station,Irene,Lees,58,Cousin,Divorced,Female,Primary school teacher,None,Intramystical
22,Rhodes Station,Norman,Lees,54,Cousin,Widowed,Male,"Engineer, civil (consulting)",None,Intramystical
23,Rhodes Station,Lawrence,Osborne,66,Head,Widowed,Male,Clinical psychologist,None,Triangulism
23,Rhodes Station,James,Osborne,18,Grandson,Single,Male,Student,None,None
23,Rhodes Station,Shirley,Marsh,15,Granddaughter,NA,Female,Student,None,NA
23,Rhodes Station,Victoria,Matthews,13,Granddaughter,NA,Female,Student,None,NA
23,Rhodes Station,Diana,Jones,9,Granddaughter,NA,Female,Student,None,NA
24,Rhodes Station,Sian,Brown,18,Head,Married,Female,Student,None,NA
24,Rhodes Station,William,Brown,21,Husband,Married,Male,University Student,None,None
25,Rhodes Station,Eleanor,Pugh,70,Head,Widowed,Female,Retired Immunologist,None,Intramystical
25,Rhodes Station,Carl,Pugh,35,Son,Single,Male,"Journalist, broadcasting",None,None
25,Rhodes Station,David,Pugh,34,Son,Single,Male,Quantity surveyor,None,Intramystical
25,Rhodes Station,Gemma,Pugh,30,Daughter,Single,Female,"Surveyor, mining",None,None
25,Rhodes Station,Norman,Pugh,29,Son,Single,Male,Museum/gallery conservator,None,Intramystical
26,Rhodes Station,Joan,Thomas,49,Head,Married,Female,Operational researcher,None,Intramystical
26,Rhodes Station,Iain,Thomas,52,Husband,Married,Male,Regulatory affairs officer,None,Intramystical
26,Rhodes Station,Aimee,Thomas,11,Daughter,NA,Female,Student,None,NA
26,Rhodes Station,Grace,Thomas,8,Daughter,NA,Female,Student,None,NA
26,Rhodes Station,Lydia,Thomas,5,Daughter,NA,Female,Student,None,NA
27,Rhodes Station,Carolyn,Welch,49,Head,Married,Female,Emergency planning/management officer,None,Intramystical
27,Rhodes Station,Declan,Welch,49,Husband,Married,Male,"Journalist, broadcasting",None,Intramystical
27,Rhodes Station,Jason,Welch,29,Son,Single,Male,Radiation protection practitioner,None,Intramystical
27,Rhodes Station,Francis,Welch,25,Son,Single,Male,"Editor, film/video",None,Intramystical
27,Rhodes Station,Teresa,Welch,5,Daughter,NA,Female,Student,None,NA
28,Rhodes Station,Kate,Kelly,40,Head,Single,Female,Senior tax professional/tax inspector,None,None
28,Rhodes Station,Derek,Kelly,10,Son,NA,Male,Student,None,NA
29,Rhodes Station,Zoe,Lee,35,Head,Single,Female,Unemployed,None,None
29,Rhodes Station,Lisa,Lee,11,Daughter,NA,Female,Student,None,NA
29,Rhodes Station,Rosie,Lee,10,Daughter,NA,Female,Student,None,NA
29,Rhodes Station,Ian,Lee,8,Son,NA,Male,Student,None,NA
30,Rhodes Station,Carole,Lewis,25,Head,Single,Female,Unemployed,None,None
30,Rhodes Station,Billy,Kent,42,Cousin,Divorced,Male,Telecommunications researcher,None,
30,Rhodes Station,Rhys,Davis,21,Lodger,Divorced,Male,University Student,None,None
31,Rhodes Station,Frank,Green,63,Head,Divorced,Male,Animator,None,Intramystical
31,Rhodes Station,Steven,Green,16,Grandson,NA,Male,Student,None,NA
32,Rhodes Station,Justin,Thompson,44,Head,Married,Male,Hydrogeologist,None,Triangulism
32,Rhodes Station,Eleanor,Thompson,42,Wife,Married,Female,"Designer, furniture",None,Triangulism
32,Rhodes Station,Naomi,Thompson,10,Daughter,NA,Female,Student,None,NA
32,Rhodes Station,Alison,Grant,10,Daughter,NA,Female,Student,None,NA
33,Rhodes Station,Teresa,Jenkins,36,Head,Married,Female,"Therapist, nutritional",None,None
33,Rhodes Station,Phillip,Jenkins,38,Husband,Married,Male,Media planner,None,None
34,Rhodes Station,Francis,Reynolds,63,Head,Single,Male,"Teacher, English as a foreign language",None,Intramystical
34,Rhodes Station,Pamela,Parker,61,Partner,Single,Female,"Restaurant manager, fast food",None,Intramystical
35,Rhodes Station,Rita,McCarthy,46,Head,Married,Female,Commercial horticulturist,None,
35,Rhodes Station,Reece,McCarthy,49,Husband,Married,Male,Field trials officer,None,
36,Rhodes Station,Leslie,Dennis,20,Head,Married,Male,University Student,None,None
36,Rhodes Station,Nicola,Dennis,19,Wife,Married,Female,University Student,None,None
37,Rhodes Station,Phillip,Stone,73,Head,Widowed,Male,Retired Actuary,None,Intramystical
38,Rhodes Station,Sean,Barry,32,Head,Married,Male,Gaffer,None,Utheism
38,Rhodes Station,Shirley,Barry,31,Wife,Married,Female,Chief Marketing Officer,None,Utheism
39,Rhodes Station,Victoria,Saunders,36,Head,Single,Female,Unemployed,None,Triangulism
39,Rhodes Station,Joanne,King,45,None,Single,Female,Counsellor,None,None
40,Rhodes Station,Roy,Gill,32,Head,Divorced,Male,Land/geomatics surveyor,None,None
41,Rhodes Station,Nicholas,James,68,Head,Married,Male,Retired Art gallery manager,None,None
41,Rhodes Station,Alexandra,James,68,Wife,Married,Female,Retired Forest/woodland manager,None,None
42,Rhodes Station,Charlene,Holmes,77,Head,Married,Female,"Retired Engineer, communications",None,Intramystical
42,Rhodes Station,Daniel,Holmes,79,Husband,Married,Male,Retired Database administrator,None,Intramystical
42,Rhodes Station,Christine,Holmes,46,Daughter,Single,Female,Local government officer,None,None
42,Rhodes Station,Jane,Holmes,40,Daughter,Single,Female,Chief of Staff,None,Intramystical
42,Rhodes Station,Samuel,Holmes,39,Son,Single,Male,Video editor,None,None
43,Rhodes Station,Jamie,Simmons,47,Head,Single,Male,Video editor,None,Triangulism
43,Rhodes Station,Gemma,Jordan,28,None,Single,Female,Clinical biochemist,None,Intramystical
43,Rhodes Station,Christian,Fraser,25,None,Single,Male,"Therapist, drama",None,Bioflow
1,Butcherspan Road,Marilyn,Harding-Richards,51,Head,Single,Female,Interpreter,None,None
1,Butcherspan Road,Nicholas,Weston,56,Partner,Single,Male,Unemployed,Skygazer,None
1,Butcherspan Road,Marian,Harding-Richards,11,Daughter,NA,Female,Student,None,NA
2,Butcherspan Road,Craig,Stanley,56,Head,Married,Male,Hydrologist,None,None
2,Butcherspan Road,Debra,Stanley,57,Wife,Married,Female,Artist,None,None
2,Butcherspan Road,Mark,Stanley,19,Son,Single,Male,Medical technical officer,None,None
2,Butcherspan Road,William,Stanley,19,Son,Single,Male,University Student,None,None
2,Butcherspan Road,Reece,Stanley,15,Son,NA,Male,Student,None,NA
3,Butcherspan Road,Lynne,Matthews,28,Head,Married,Female,Chief Financial Officer,None,Triangulism
3,Butcherspan Road,Joshua,Matthews,31,Husband,Married,Male,"Engineer, civil (contracting)",None,None
3,Butcherspan Road,Abdul,Matthews,3,Son,NA,Male,Child,None,NA
4,Butcherspan Road,Barbara,Hall,55,Head,Single,Female,Charity officer,None,Utheism
4,Butcherspan Road,Emma,Roberts,24,None,Single,Female,"Geologist, wellsite",None,None
4,Butcherspan Road,Anne,Howard,41,None,Single,Female,"Engineer, broadcasting (operations)",None,None
4,Butcherspan Road,Conor,Lawson,53,None,Single,Male,Architectural technologist,None,Intramystical
5,Butcherspan Road,Jill,Jackson,32,Head,Married,Female,Visual merchandiser,None,None
5,Butcherspan Road,Abdul,Jackson,33,Husband,Married,Male,Music tutor,None,None
5,Butcherspan Road,Jordan,Jackson,3,Son,NA,Male,Child,None,NA
5,Butcherspan Road,Luke,Jackson,3,Son,NA,Male,Child,None,NA
6,Butcherspan Road,Sian,Bartlett,34,Head,Single,Female,Counselling psychologist,None,Convergeance
6,Butcherspan Road,Oliver,Phillips,38,Partner,Single,Male,Print production planner,None,Convergeance
6,Butcherspan Road,Lesley,Bartlett,7,Daughter,NA,Female,Student,None,NA
7,Butcherspan Road,Jessica,Kelly,38,Head,Married,Female,Advertising account executive,None,None
7,Butcherspan Road,Norman,Kelly,35,Husband,Married,Male,Investment analyst,None,None
7,Butcherspan Road,Gordon,Kelly,15,Son,NA,Male,Student,None,NA
7,Butcherspan Road,Alice,Kelly,13,Daughter,NA,Female,Student,None,NA
7,Butcherspan Road,Cameron,Kelly,9,Son,NA,Male,Student,None,NA
8,Butcherspan Road,Victoria,Moran,58,Head,Single,Female,Research scientist (medical),None,Intramystical
8,Butcherspan Road,Glen,Moran,38,Son,Divorced,Male,Television/film/video producer,None,None
8,Butcherspan Road,June,Moran,34,Daughter,Single,Female,Town planner,None,Intramystical
9,Butcherspan Road,Ben,Greenwood,72,Head,Widowed,Male,"Retired Teacher, music",None,Intramystical
10,Butcherspan Road,Lynne,Andrews,51,Head,Married,Female,"Surveyor, building",None,None
10,Butcherspan Road,Kenneth,Andrews,48,Husband,Married,Male,Retail merchandiser,None,None
10,Butcherspan Road,Geraldine,Andrews,8,Daughter,NA,Female,Student,None,NA
11,Butcherspan Road,Eleanor,Moore,52,Head,Married,Female,Editorial assistant,None,None
11,Butcherspan Road,Joel,Moore,51,Husband,Married,Male,Civil Service administrator,None,None
11,Butcherspan Road,Peter,Moore,25,Son,Single,Male,Film/video editor,None,None
11,Butcherspan Road,Sophie,Moore,19,Daughter,Widowed,Female,University Student,None,None
12,Butcherspan Road,Lindsey,Thompson,49,Head,Single,Female,Learning mentor,None,
12,Butcherspan Road,Raymond,Thompson,13,Son,NA,Male,Student,None,NA
12,Butcherspan Road,Scott,Thompson,11,Son,NA,Male,Student,None,NA
12,Butcherspan Road,Dale,Thompson,7,Son,NA,Male,Student,None,NA
12,Butcherspan Road,Francesca,Thompson,3,Daughter,NA,Female,Child,None,NA
13,Butcherspan Road,Alex,Chapman,56,Head,Married,Male,Insurance account manager,None,None
13,Butcherspan Road,Elaine,Chapman,52,Wife,Married,Female,Unemployed,None,None
13,Butcherspan Road,Alison,Chapman,32,Daughter,Single,Female,Glass blower/designer,None,None
13,Butcherspan Road,Ross,Chapman,32,Son,Single,Male,Fish farm manager,None,None
13,Butcherspan Road,Paula,Chapman,28,Daughter,Single,Female,Unemployed,None,None
14,Butcherspan Road,Colin,Heath,64,Head,Single,Male,Clinical research associate,None,Intramystical
14,Butcherspan Road,Nathan,Heath,39,Son,Divorced,Male,Agricultural consultant,None,Intramystical
14,Butcherspan Road,Dominic,Heath,35,Son,Divorced,Male,"Teacher, music",None,Intramystical
14,Butcherspan Road,Francesca,Heath,33,Daughter,Widowed,Female,Dancer,None,None
15,Butcherspan Road,Holly,Nixon,44,Head,Divorced,Female,Unemployed,None,None
15,Butcherspan Road,Denise,Nixon,14,Daughter,NA,Female,Student,None,NA
15,Butcherspan Road,Grace,Nixon,10,Daughter,NA,Female,Student,None,NA
15,Butcherspan Road,Irene,Nixon,10,Daughter,NA,Female,Student,None,NA
16,Butcherspan Road,Jade,Ford,57,Head,Married,Female,Technical author,None,Triangulism
16,Butcherspan Road,Joe,Ford,58,Husband,Married,Male,Retail buyer,None,Triangulism
16,Butcherspan Road,Craig,Ford,24,Son,Single,Male,General practice doctor,None,None
16,Butcherspan Road,Arthur,Ford,22,Son,Single,Male,University Student,None,Triangulism
16,Butcherspan Road,Stephen,Ford,3,Son,NA,Male,Child,None,NA
17,Butcherspan Road,Russell,Marshall,46,Head,Single,Male,Unemployed,None,Triangulism
17,Butcherspan Road,Bethany,Moss-Marshall,12,Daughter,NA,Female,Student,None,NA
17,Butcherspan Road,Robin,Moss-Marshall,8,Son,NA,Male,Student,None,NA
17,Butcherspan Road,Abigail,Moss-Marshall,7,Daughter,NA,Female,Student,None,NA
17,Butcherspan Road,Kimberley,Moss-Marshall,7,Daughter,NA,Female,Student,None,NA
18,Butcherspan Road,Joanna,Wood,56,Head,Married,Female,Herbalist,None,Triangulism
18,Butcherspan Road,Wayne,Wood,62,Husband,Married,Male,Medical sales representative,None,Triangulism
18,Butcherspan Road,Georgina,Wood,14,Granddaughter,NA,Female,Student,None,NA
18,Butcherspan Road,Victoria,Wood,12,Granddaughter,NA,Female,Student,None,NA
18,Butcherspan Road,Danny,Simpson,9,Grandson,NA,Male,Student,None,NA
19,Butcherspan Road,Joseph,Burton,43,Head,Married,Male,Lawyer,None,Triangulism
19,Butcherspan Road,Rosie,Burton,41,Wife,Married,Female,Unemployed,None,None
19,Butcherspan Road,Brett,Burton,12,Son,NA,Male,Student,None,NA
20,Butcherspan Road,Marie,Taylor,32,Head,Married,Female,Statistician,None,None
20,Butcherspan Road,Alex,Taylor,34,Husband,Married,Male,Unemployed,None,None
20,Butcherspan Road,Stanley,Taylor,12,Son,NA,Male,Student,None,NA
20,Butcherspan Road,Stephanie,Taylor,9,Daughter,NA,Female,Student,None,NA
20,Butcherspan Road,Phillip,Taylor,4,Son,NA,Male,Child,None,NA
21,Butcherspan Road,Kelly,Chapman,32,Head,Divorced,Female,Unemployed,None,Utheism
21,Butcherspan Road,Catherine,Ashton,45,Lodger,Single,Female,Corporate treasurer,None,Intramystical
21,Butcherspan Road,Marian,George,41,Lodger,Single,Female,Dealer,None,Intramystical
22,Butcherspan Road,Joyce,Holmes,46,Head,Married,Female,Unemployed,None,Intramystical
22,Butcherspan Road,Martyn,Holmes,49,Husband,Married,Male,Public affairs consultant,None,Intramystical
22,Butcherspan Road,Gerald,Holmes,17,Son,NA,Male,Student,None,NA
23,Butcherspan Road,Kayleigh,Cox,26,Head,Divorced,Female,Unemployed,None,Triangulism
23,Butcherspan Road,Keith,Parkes,46,Lodger,Divorced,Male,"Scientist, forensic",None,Triangulism
23,Butcherspan Road,Duncan,Richardson,20,Sibling,Single,Male,University Student,None,Convergeance
1,Wood Bypass,Jasmine,Francis,40,Head,Single,Female,Event organiser,None,Intramystical
1,Wood Bypass,Keith,Francis,22,Son,Single,Male,University Student,None,Intramystical
1,Wood Bypass,Jayne,Thompson,20,Daughter,Single,Female,University Student,None,Intramystical
1,Wood Bypass,Danielle,Thompson,16,Daughter,NA,Female,Student,None,NA
1,Wood Bypass,Rita,Thompson,15,Daughter,NA,Female,Student,None,NA
1,Wood Bypass,Holly,Thompson,11,Daughter,NA,Female,Student,None,NA
1,Wood Bypass,Marie,Thompson,5,Daughter,NA,Female,Student,None,NA
1,Wood Bypass,Denis,Dixon,38,Lodger,Single,Male,Financial adviser,None,Triangulism
1,Wood Bypass,Louis,Walker,31,Lodger,Single,Male,Control and instrumentation engineer,None,None
1,Wood Bypass,Shane,Bailey,53,Cousin,Divorced,Male,Health and safety inspector,None,Intramystical
1,Wood Bypass,Irene,Hicks,51,Lodger,Single,Female,Unemployed,None,None
1,Wood Bypass,Gail,McDonald,64,Lodger,Single,Female,Occupational psychologist,None,Utheism
1,Wood Bypass,Lauren,Taylor,53,Lodger,Single,Female,"Therapist, music",None,Intramystical
1,Wood Bypass,Leon,Dixon,21,Lodger,Single,Male,University Student,None,Triangulism
1,Wood Bypass,Stuart,Foster,23,Lodger,Single,Male,Medical laboratory scientific officer,None,Utheism
1,Wood Bypass,Antony,Ashton,28,Lodger,Single,Male,Toxicologist,None,None
1,Wood Bypass,Carol,Oliver,51,Lodger,Single,Female,Armed forces training and education officer,None,Intramystical
1,Wood Bypass,Leonard,Johnson,32,Lodger,Single,Male,"Engineer, structural",None,None
2,Wood Bypass,June,Campbell,51,Head,Divorced,Female,Unemployed,None,Triangulism
2,Wood Bypass,Leslie,Campbell,29,Son,Single,Male,"Geneticist, molecular",None,None
2,Wood Bypass,Natasha,Campbell,29,Daughter,Single,Female,Architect,None,None
2,Wood Bypass,Henry,Campbell,28,Son,Single,Male,"Librarian, public",None,Triangulism
2,Wood Bypass,Marian,Campbell,26,Daughter,Single,Female,Arts administrator,None,Triangulism
3,Wood Bypass,Sylvia,Lewis,27,Head,Single,Female,Actor,None,Septheism
3,Wood Bypass,Melissa,Armstrong,19,None,Single,Female,University Student,None,None
3,Wood Bypass,Jennifer,Ingram,34,None,Single,Female,Dentist,None,None
3,Wood Bypass,Sarah,Griffiths,50,None,Single,Female,Mental health nurse,None,None
3,Wood Bypass,Janet,Young,21,None,Single,Female,University Student,None,None
4,Wood Bypass,Natasha,Smith,27,Head,Married,Female,"Engineer, manufacturing systems",None,Convergeance
4,Wood Bypass,Wayne,Smith,33,Husband,Married,Male,Magazine journalist,None,None
4,Wood Bypass,Stuart,Smith,7,Son,NA,Male,Student,None,NA
4,Wood Bypass,Keith,Smith,4,Son,NA,Male,Child,None,NA
4,Wood Bypass,Patrick,Smith,2,Son,NA,Male,Child,None,NA
5,Wood Bypass,Carol,Rose,40,Head,Single,Female,"Engineer, manufacturing",None,Triangulism
5,Wood Bypass,Daniel,Williams,42,Partner,Single,Male,Gaffer,None,Triangulism
5,Wood Bypass,Bradley,Rose,9,Son,NA,Male,Student,None,NA
5,Wood Bypass,Shane,Rose,5,Son,NA,Male,Student,None,NA
5,Wood Bypass,Eleanor,Rose,1,Daughter,NA,Female,Child,None,NA
6,Wood Bypass,Jane,Smith,56,Head,Single,Female,"Horticulturist, amenity",None,Intramystical
6,Wood Bypass,Albert,Smith,32,Son,Divorced,Male,"Surveyor, commercial/residential",None,Intramystical
6,Wood Bypass,Lisa,Smith,31,Daughter,Single,Female,Information officer,None,Intramystical
6,Wood Bypass,Callum,Smith,27,Son,Single,Male,Physiotherapist,None,None
6,Wood Bypass,Dawn,Smith,20,Daughter,Single,Female,University Student,None,Intramystical
6,Wood Bypass,Hollie,Smith,16,Daughter,NA,Female,Student,None,NA
6,Wood Bypass,Hollie,Griffiths,15,Daughter,NA,Female,Student,None,NA
7,Wood Bypass,Katy,Dickinson,68,Head,Divorced,Female,"Retired Engineer, maintenance",None,Intramystical
7,Wood Bypass,Jill,Dickinson,43,Daughter,Single,Female,"Production designer, theatre/television/film",None,Intramystical
7,Wood Bypass,John,Dickinson,40,Son,Single,Male,Youth worker,None,None
7,Wood Bypass,Kim,Dickinson,39,Daughter,Single,Female,Occupational hygienist,None,None
7,Wood Bypass,Edward,Dickinson,35,Son,Single,Male,Research scientist (physical sciences),None,None
7,Wood Bypass,Diana,Dickinson,32,Daughter,Divorced,Female,Building services engineer,None,Intramystical
7,Wood Bypass,Leonard,Dickinson,32,Son,Single,Male,"Surveyor, land/geomatics",None,None
7,Wood Bypass,Terence,Dickinson,28,Son,Single,Male,Politician's assistant,None,Intramystical
8,Wood Bypass,Leanne,Austin,43,Head,Divorced,Female,Unemployed,None,None
8,Wood Bypass,Frederick,Austin,11,Son,NA,Male,Student,None,NA
8,Wood Bypass,Tom,Austin,7,Son,NA,Male,Student,None,NA
8,Wood Bypass,Leah,Austin,6,Daughter,NA,Female,Student,None,NA
8,Wood Bypass,Stanley,Austin,6,Son,NA,Male,Student,None,NA
9,Wood Bypass,Sandra,Richards,33,Head,Married,Female,Bonds trader,None,Septheism
9,Wood Bypass,Nigel,Richards,37,Husband,Married,Male,Facilities manager,None,Septheism
9,Wood Bypass,Terence,Richards,12,Son,NA,Male,Student,None,NA
9,Wood Bypass,Jane,Richards,11,Daughter,NA,Female,Student,None,NA
9,Wood Bypass,Sam,Richards,9,Son,NA,Male,Student,None,NA
10,Wood Bypass,Sandra,Price,47,Head,Married,Female,Tax adviser,None,None
